rms,p2p,zcr,wl,skew,kurt,var,dom_freq,spec_cent,pd_power,et_power,tr_ratio,emg_rms,emg_var,emg_zcr,label
0.8744540191653095,2.8976379609650103,0.09,46.589024974168474,0.11093253233296199,-1.4457216760123126,0.7632715060775971,5.0,5.851924909308392,0.6875292107104778,0.1293366429156555,0.7871746864622348,0.43280564557336837,0.18729634148512686,0.19,rest_tremor
0.8575321016665575,2.6093651182651683,0.09,45.58387243011562,-0.09941613940640202,-1.4702383582249887,0.7341843805986714,5.0,5.691230956583185,0.6969352865692318,0.1486641747584741,0.810614475761227,0.4288756863182626,0.18387695993961856,0.19,rest_tremor
0.8219855570308369,2.775737455447924,0.105,43.778172992725146,-0.03901264054883195,-1.3454616937341513,0.6755583948966918,5.0,5.986593957312972,0.7874253254886572,0.15525302211615954,0.9026374842312362,0.41885233613427014,0.17541448089418124,0.19,rest_tremor
0.8475318760232303,2.7094532226083254,0.09,44.91403379322095,-0.06701553467214491,-1.4620283310276396,0.7164873247792122,5.0,5.779915182970331,0.6535469650777713,0.15201663000729237,0.7763275251238985,0.425985907914899,0.18136266242818494,0.195,rest_tremor
0.8675428496220384,2.829750544170336,0.09,46.26231946830288,0.09512558445034207,-1.4364653622701864,0.7503623220965051,5.0,5.465569846849515,0.6460383724802826,0.1496849085873762,0.76504879788447,0.42635264355300895,0.1817655527529179,0.19,rest_tremor
0.8326729439858456,2.737317945110004,0.105,45.147758892870755,0.06921767044279453,-1.3569138887841181,0.6932436997418959,5.0,6.552259034612994,0.7667856760748503,0.1537571487622927,0.8800379587485326,0.42283772442393586,0.17866521403886412,0.195,rest_tremor
0.8314476791592271,2.6882529906322263,0.09,44.25180895497765,0.10969278439279315,-1.4382214308875882,0.6904162009271064,5.0,6.121416321992955,0.6973794267515561,0.12725613542548483,0.7961845698422143,0.4285661405634326,0.18361928335984512,0.19,rest_tremor
0.8262173147166235,2.6521321449145177,0.09,44.114400857808846,-0.09031917731781576,-1.443009291080399,0.6815392335707441,5.0,5.063675990152788,0.7282488015035488,0.1321936134769972,0.8200032995282796,0.4367626736064836,0.1906465061834275,0.19,rest_tremor
0.8589237232713351,2.661949611025242,0.09,45.72062656686759,-0.09302623621881125,-1.4642121756927713,0.7357377585954424,5.0,5.495590921003666,0.6511655628981726,0.15033953727532484,0.7698031420653113,0.4301562676991675,0.18503044604531285,0.19,rest_tremor
0.8323891512083718,2.7388937918803364,0.105,43.9193282764418,-0.012028032938490321,-1.3407694919443154,0.6928655033638423,5.0,6.160165292632656,0.8399344755394944,0.11053134549397439,0.9214810650791894,0.4160453365137607,0.17281449674265453,0.195,rest_tremor
0.8644870865630815,2.834789029633392,0.09,46.04823016230318,-0.05905466246274224,-1.4447742509118557,0.7452799671841991,5.0,5.3507430107758065,0.6554113805251517,0.15669245561969772,0.7756731887066711,0.4342024026012792,0.1885201025458042,0.19,rest_tremor
0.8323345898342432,2.7396252293408905,0.105,44.62175062737002,-0.04887941446501446,-1.3588320011102453,0.6927447893914064,5.0,6.469819462422587,0.7792348377076689,0.14960110062146048,0.8935800364683395,0.44401118305976345,0.19712717267613986,0.195,rest_tremor
0.8541320091621671,2.809919205149021,0.105,45.90648032215988,-0.02228782160016261,-1.3506692481218547,0.7295413992051495,5.0,6.580056026306291,0.8078885518607353,0.13917966870239393,0.9108229643813822,0.42186594127569765,0.17794455265281947,0.195,rest_tremor
0.8324025003618095,2.7798177755930182,0.095,44.10588252890497,-0.08494248051778167,-1.4196843288922856,0.692288414141259,5.0,6.001407601964608,0.7217269013063965,0.13229782194384787,0.8201682144050055,0.43663849598123516,0.19051019077897968,0.19,rest_tremor
0.8245932495345764,2.6825841096105005,0.095,43.42798846082274,-0.020008478142729366,-1.3497656880364473,0.6799151554894213,5.0,6.1069808345160395,0.825210866795066,0.11780022262151608,0.9078959145031142,0.43886582337668467,0.19250967704623015,0.19,rest_tremor
0.853548627552959,2.744958191369329,0.09,45.262956918202775,0.13383324203246244,-1.448266855429259,0.7264475249594554,5.0,5.601503113651549,0.6449890925363901,0.1491366590498868,0.7669433963002864,0.4306542863599224,0.18544813805397042,0.195,rest_tremor
0.8625000166652226,2.7202304044065055,0.09,45.91494885988979,-0.12970451846530867,-1.4538149352230552,0.7425223269927593,5.0,5.593495025967966,0.6879572167791114,0.1374278021406866,0.796175896960956,0.4228053335061676,0.17864396059964785,0.19,rest_tremor
0.8757862730417639,2.8203293676413344,0.09,46.653091088824056,0.03932026624234418,-1.4530352431530456,0.7650666440898404,5.0,5.271771016283449,0.679586405435773,0.1500564036971762,0.7895073057222125,0.4244058149231783,0.18011455950858304,0.19,rest_tremor
0.8573025792663305,2.9319375396293252,0.09,45.61304694273626,-0.10013638612798927,-1.4260532931526573,0.7340069495058773,5.0,5.812796553467513,0.7112306676157198,0.13567649243386007,0.8122990818977441,0.44059347099074364,0.19399097092812018,0.19,rest_tremor
0.87092600203405,2.8957526361777255,0.09,46.202951170240325,-0.07598630842662192,-1.439747933259516,0.7562461160951548,5.0,5.791406109825439,0.632067664033288,0.15885425223960495,0.7565019372073395,0.4362110171336445,0.1902311278961581,0.195,rest_tremor
0.8315706436128437,2.8070204608745457,0.095,44.08524659003671,-0.08631798802161858,-1.385487210585101,0.6912393939012108,5.0,6.3722556804577675,0.7432799978567713,0.13665234738147744,0.8436328250308397,0.4271698711228219,0.18247021751691406,0.19,rest_tremor
0.869973143307193,2.91462889277244,0.09,46.26819849654152,-0.08757269038076614,-1.4334870246064513,0.7549022867906549,5.0,5.582495533644752,0.6568564513743924,0.14648592267862573,0.7733903401350465,0.4372705295341702,0.19120286479324378,0.195,rest_tremor
0.8471939489111798,2.679632931645447,0.09,45.071419595754264,0.06091329979977499,-1.4673000852636282,0.7159706159775865,5.0,5.47625411755427,0.6631696506281207,0.14744128568321443,0.7844580959861694,0.42555421493268003,0.1810896261143594,0.19,rest_tremor
0.8373527890019568,2.7264516179255915,0.09,44.760752996542884,-0.04228406191035637,-1.442603180775051,0.7001667104906923,5.0,6.1142030319802005,0.6874342906453587,0.15102769781755704,0.8040960603091543,0.42761167434607184,0.18260120381775036,0.19,rest_tremor
0.8495634756134158,2.872313143024222,0.09,45.14565923892668,0.10622479745047715,-1.4304677208824523,0.7204646269902198,5.0,5.144775515530692,0.7129519166471472,0.13212023338069895,0.8149201185412671,0.4306208380473756,0.18538699282310553,0.19,rest_tremor
0.8323462820788183,2.589538518568844,0.09,44.34872561117961,0.13629428999728235,-1.4032276107851795,0.6922138186387343,5.0,5.457304567402049,0.7529287463010232,0.13669717983942284,0.8526465339987228,0.4261077219858385,0.18156749619303825,0.19,rest_tremor
0.8483074261187205,2.79548248582545,0.095,45.110404003575454,-0.05248636687956802,-1.4279415410156504,0.7189429201661032,5.0,6.302790174302929,0.700900549583197,0.12585735692189465,0.8065195416703986,0.4254383699246542,0.1809281318897667,0.19,rest_tremor
